Tanggal,Total 5 Hari (mm),Max Kering 15 Hari,Total 30 Hari (mm),Label sistem
2023-11-12,53.4,3,421.7,hijau
2023-11-13,52.8,3,421.3,hijau
2023-11-14,64.5,3,439.5,hijau
2023-11-15,72.0,3,430.7,hijau
2023-11-16,76.1,3,431.9,hijau
2023-11-17,77.7,3,441.5,hijau
2023-11-18,76.5,3,433.5,hijau
2023-11-19,71.8,3,430.6,hijau
2023-11-20,66.9,3,435.2,hijau
2023-11-21,60.6,3,421.3,hijau
2023-11-22,75.9,3,433.6,hijau
2023-11-23,68.6,3,441.1,hijau
2023-11-24,58.1,3,435.9,hijau
2023-11-25,46.6,3,437.3,hijau
2023-11-26,53.2,3,446.8,hijau
2023-11-27,54.5,3,438.2,hijau
2023-11-28,64.8,2,439.4,hijau
2023-11-29,88.2,2,438.4,hijau
2023-11-30,119.1,2,437.2,hijau
2023-12-01,105.2,2,435.2,hijau
2023-12-02,81.5,2,425.9,hijau
2023-12-03,91.0,2,427.2,hijau
2023-12-04,89.9,2,407.9,hijau
2023-12-05,57.9,2,381.9,hijau
2023-12-06,70.1,2,400.1,hijau
2023-12-07,78.8,2,412.4,hijau
2023-12-08,67.7,2,414.7,hijau
2023-12-09,67.0,2,412.9,hijau
2023-12-10,68.1,2,417.2,hijau
2023-12-11,66.7,2,408.7,hijau
2023-12-12,73.2,2,409.5,hijau
2023-12-13,64.9,2,426.7,hijau
2023-12-14,55.5,2,415.9,hijau
2023-12-15,76.5,3,419.8,hijau
2023-12-16,65.6,3,412.9,hijau
2023-12-17,69.8,3,406.3,hijau
2023-12-18,84.1,3,417.2,hijau
2023-12-19,77.1,3,410.5,hijau
2023-12-20,69.0,3,412.2,hijau
2023-12-21,86.1,3,423.2,hijau
2023-12-22,80.5,3,408.7,hijau
2023-12-23,66.9,3,400.5,hijau
2023-12-24,60.6,3,396.7,hijau
2023-12-25,46.6,3,379.0,hijau
2023-12-26,41.6,3,361.9,hijau
2023-12-27,42.2,3,357.2,hijau
2023-12-28,52.5,2,360.6,hijau
2023-12-29,57.7,2,356.5,hijau
2023-12-30,63.7,2,361.9,hijau
2023-12-31,70.1,3,358.1,hijau
2024-01-01,67.9,4,356.6,hijau
2024-01-02,78.5,4,344.2,hijau
2024-01-03,94.9,4,344.8,hijau
2024-01-04,93.2,4,349.1,hijau
2024-01-05,78.6,4,344.5,hijau
2024-01-06,75.8,4,363.7,hijau
2024-01-07,79.6,4,332.0,hijau
2024-01-08,70.0,4,311.6,hijau
2024-01-09,70.7,4,308.1,hijau
2024-01-10,70.9,5,311.3,hijau
2024-01-11,70.1,6,314.1,hijau
2024-01-12,55.5,7,303.0,hijau
2024-01-13,50.1,8,302.5,hijau
2024-01-14,68.9,9,288.9,kuning
2024-01-15,75.9,9,275.0,kuning
2024-01-16,72.1,9,255.5,kuning
2024-01-17,67.4,9,242.4,kuning
2024-01-18,63.3,9,244.9,kuning
2024-01-19,35.8,9,227.6,kuning
2024-01-20,24.8,9,218.7,kuning
2024-01-21,29.0,8,226.8,kuning
2024-01-22,27.1,7,231.3,kuning
2024-01-23,20.4,6,242.9,kuning
2024-01-24,29.5,5,246.2,kuning
2024-01-25,37.8,4,262.0,kuning
2024-01-26,41.6,4,256.0,kuning
2024-01-27,36.1,4,267.4,kuning
2024-01-28,46.0,4,287.3,kuning
2024-01-29,50.9,4,278.5,kuning
2024-01-30,56.5,4,264.5,kuning
2024-01-31,75.0,4,251.4,kuning
2024-02-01,66.4,4,249.1,kuning
2024-02-02,61.8,5,252.8,kuning
2024-02-03,52.3,5,253.9,kuning
2024-02-04,45.4,5,254.4,kuning
2024-02-05,26.2,5,226.5,kuning
2024-02-06,50.6,5,251.8,kuning
2024-02-07,60.9,5,263.9,kuning
2024-02-08,51.5,5,288.8,kuning
2024-02-09,34.6,5,302.3,kuning
2024-02-10,11.5,5,316.5,kuning
2024-02-11,-5.1,5,316.8,kuning
2024-02-12,-7.5,5,315.4,kuning
2024-02-13,7.6,4,338.1,kuning
2024-02-14,19.6,3,346.7,kuning
2024-02-15,43.3,3,361.2,hijau
2024-02-16,56.2,4,367.6,hijau
2024-02-17,61.3,4,367.3,hijau
2024-02-18,54.4,4,362.7,hijau
2024-02-19,68.1,4,364.8,hijau
2024-02-20,58.2,4,362.5,hijau
2024-02-21,63.2,4,355.9,hijau
2024-02-22,64.8,4,342.7,hijau
2024-02-23,61.8,4,344.8,hijau
2024-02-24,40.3,4,338.0,hijau
2024-02-25,37.1,4,347.5,kuning
2024-02-26,17.8,4,337.4,kuning
2024-02-27,11.5,4,333.9,kuning
2024-02-28,26.3,3,345.8,kuning
2024-02-29,46.4,2,352.6,hijau
2024-03-01,50.1,2,362.2,hijau
2024-03-02,69.0,3,379.1,hijau
2024-03-03,72.8,4,386.4,hijau
2024-03-04,87.2,5,393.9,hijau
2024-03-05,93.4,6,383.6,hijau
2024-03-06,116.3,6,390.7,hijau
2024-03-07,115.7,6,382.9,hijau
2024-03-08,112.5,6,360.4,hijau
2024-03-09,100.8,6,337.1,hijau
2024-03-10,79.0,6,321.9,hijau
2024-03-11,56.2,6,306.2,hijau
2024-03-12,45.7,6,308.5,hijau
2024-03-13,44.4,7,309.0,hijau
2024-03-14,32.2,7,292.4,kuning
2024-03-15,37.6,7,295.8,kuning
2024-03-16,44.7,7,302.6,hijau
2024-03-17,44.6,7,294.1,kuning
2024-03-18,36.7,7,293.9,kuning
2024-03-19,36.5,7,310.5,kuning
2024-03-20,41.3,7,310.6,hijau
2024-03-21,43.2,7,306.7,hijau
2024-03-22,44.6,6,301.3,hijau
2024-03-23,56.0,5,311.8,hijau
2024-03-24,62.8,5,304.6,hijau
2024-03-25,54.9,6,306.8,hijau
2024-03-26,51.8,6,298.9,kuning
2024-03-27,59.5,6,299.8,kuning
2024-03-28,64.0,6,307.1,hijau
2024-03-29,74.4,6,301.9,hijau
2024-03-30,77.4,6,314.2,hijau
